time,intensity,distance
21.884,72,36.96
21.903,72,37.09
21.920,71,37.03
21.938,71,37.26
21.955,69,37.32
21.974,71,37.43
21.991,70,37.42
22.008,70,37.62
22.026,70,37.72
22.044,70,37.83
22.062,69,37.89
22.079,70,38.03
22.097,69,38.08
22.115,69,38.06
22.132,70,38.23
22.150,70,38.74
22.168,69,38.39
22.185,68,38.34
22.203,67,38.51
22.220,69,38.56
22.239,68,38.61
22.256,67,38.95
22.274,67,38.66
22.291,67,39.07
22.309,66,38.98
22.327,67,39.07
22.344,66,38.68
22.363,68,38.69
22.380,68,38.59
22.397,68,39.10
22.415,66,39.15
22.433,68,38.81
22.451,67,38.76
22.468,67,38.91
22.486,68,38.98
22.504,66,39.42
22.521,67,39.42
22.539,65,39.56
22.556,67,39.61
22.575,66,39.93
22.592,65,39.61
22.609,66,40.44
22.628,68,41.31
22.645,66,40.80
22.663,65,40.44
22.680,66,40.02
22.699,65,39.61
22.716,66,39.47
22.733,67,39.58
22.751,67,39.53
22.769,66,39.12
22.787,66,39.02
22.804,66,39.13
22.821,65,39.56
22.840,65,39.46
22.857,66,40.32
22.875,66,40.39
22.893,66,40.38
22.910,67,40.32
22.928,66,40.07
22.945,67,40.07
22.964,65,40.12
22.981,66,40.04
22.999,66,40.19
23.016,67,40.21
23.034,64,40.24
23.052,66,40.17
23.069,64,39.87
23.087,65,39.92
23.105,65,39.46
23.122,64,39.53
23.140,65,39.76
23.157,64,39.93
23.176,63,40.38
23.193,64,40.63
23.211,63,41.16
23.229,61,40.85
23.246,62,41.65
23.264,61,41.85
23.281,61,41.55
23.300,61,41.53
23.317,61,41.74
23.334,59,41.60
23.352,59,41.40
23.370,59,41.45
23.388,59,41.65
23.405,59,42.36
23.422,59,42.60
23.441,59,43.13
23.458,58,42.98
23.476,57,43.08
23.494,57,43.04
23.512,58,43.37
23.529,57,43.21
23.546,57,43.23
23.565,58,42.67
23.582,57,43.03
23.600,57,42.72
23.617,56,43.11
23.635,58,43.03
23.653,58,43.06
23.670,57,43.18
23.688,58,43.81
23.706,57,43.84
23.724,56,43.28
23.741,56,43.55
23.759,56,43.40
23.777,57,43.13
23.794,56,43.21
23.812,56,43.21
23.830,56,43.13
23.847,56,43.10
23.865,56,43.23
23.882,55,43.23
23.901,56,43.13
23.918,56,43.13
23.936,55,43.23
23.953,57,43.49
23.971,56,43.44
23.989,56,43.16
24.006,57,43.27
24.025,56,43.45
24.042,57,43.40
24.059,56,43.28
24.077,57,43.52
24.095,56,43.45
24.113,55,43.40
24.130,56,43.23
24.147,55,43.23
24.166,57,43.45
24.183,57,43.18
24.201,55,43.28
24.218,56,43.33
24.237,56,43.23
24.254,56,43.27
24.271,56,43.61
24.289,57,43.16
24.307,56,43.23
24.325,55,43.33
24.342,56,43.33
24.360,55,43.23
24.378,56,43.25
24.395,56,43.37
24.413,55,43.37
24.431,56,43.28
24.449,56,43.52
24.466,55,43.37
24.483,55,43.62
24.502,55,43.23
24.519,56,43.23
24.537,57,43.33
24.554,55,43.16
24.572,56,43.23
24.590,56,43.35
24.607,55,43.32
24.626,56,43.25
24.643,57,43.50
